userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
5810: (2132,0.5313073396682739) (527,0.4815330505371094) (527,0.4815330505371094) (593,0.47967344522476196) (994,0.4729470908641815) (2858,0.4725613594055176) (1617,0.44709324836730957) (556,0.44063884019851685) (2762,0.43806490302085876) (1633,0.41878730058670044) (1719,0.417878121137619) (1104,0.4138186275959015) (920,0.40736666321754456) (1945,0.40272030234336853) (1643,0.3986019492149353) (1132,0.39749881625175476) (1057,0.3874247372150421) (2357,0.3829374611377716) (306,0.382577121257782) (1217,0.3818378746509552)
5811: (2687,0.5759121179580688) (1057,0.5620033740997314)* (492,0.5533338189125061) (2297,0.5060280561447144) (372,0.48737695813179016) (261,0.4694056510925293) (2165,0.4497312903404236)* (1476,0.44834089279174805) (45,0.44088509678840637) (2294,0.44022777676582336) (2294,0.44022777676582336) (528,0.44006285071372986) (305,0.4390348196029663) (984,0.4258902370929718) (3145,0.42395487427711487) (2504,0.421446293592453) (1621,0.41822153329849243) (999,0.4168322682380676) (1633,0.4161239266395569) (1870,0.4135115146636963)
5812: (492,0.5800278782844543) (261,0.5614826083183289) (1057,0.5531189441680908) (1643,0.538256824016571) (1125,0.5203704833984375) (272,0.49784260988235474) (1633,0.4858322739601135) (2110,0.46888890862464905) (3211,0.4630891680717468) (1417,0.45921242237091064) (1650,0.4575745463371277) (618,0.45636022090911865) (2062,0.45351457595825195) (2738,0.4521341919898987) (57,0.45190826058387756)* (2124,0.44593101739883423)* (45,0.4452560544013977) (2175,0.4447275698184967) (984,0.4445205330848694) (1767,0.44271454215049744)
5813: (2858,0.6276798844337463) (2687,0.6053231954574585) (1476,0.584842324256897) (2294,0.5500339269638062) (2294,0.5500339269638062) (1125,0.5137951374053955) (1297,0.5018072724342346) (3578,0.4829581379890442) (2989,0.4816412329673767) (288,0.4809890687465668) (2124,0.4802880585193634) (2762,0.45579764246940613) (2959,0.4382256865501404) (1221,0.437938392162323) (2571,0.4337262511253357) (2700,0.4335285723209381) (2997,0.4298672676086426) (3040,0.42838308215141296) (1242,0.4256241023540497) (2712,0.4148004651069641)
5814: (2858,0.6532070636749268) (2762,0.6171572208404541) (858,0.5667925477027893) (527,0.5638189911842346) (527,0.5638189911842346) (1242,0.5359886288642883) (1219,0.5187786221504211) (2700,0.510843813419342) (2712,0.49080541729927063) (111,0.4878239035606384) (1221,0.4839034974575043) (2804,0.483815461397171) (2804,0.483815461397171) (1217,0.477782279253006) (260,0.4743889570236206)* (2396,0.46838515996932983) (1997,0.4640938937664032) (1673,0.4587916135787964) (2959,0.45816782116889954) (1097,0.4579062759876251)
5815: (1217,0.6339874267578125) (2727,0.5533524751663208) (2132,0.5343602895736694) (3647,0.5327876806259155) (1232,0.5222727656364441) (1248,0.5132789611816406)* (1251,0.5089399814605713) (556,0.5029091835021973) (1238,0.5005077123641968) (3470,0.488189697265625) (2158,0.4869748055934906) (2488,0.48669761419296265) (3224,0.4857853651046753) (824,0.4843866527080536) (260,0.4735996723175049) (2923,0.469360888004303) (3310,0.4657585620880127) (1809,0.46462833881378174) (392,0.4635404944419861) (2920,0.46178069710731506)
5817: (3285,0.6475905179977417) (2694,0.6188674569129944) (3752,0.6071451902389526) (2856,0.6002063155174255) (2605,0.5782092809677124) (2840,0.5765658020973206) (3797,0.5660634636878967) (3826,0.5654639005661011) (2979,0.5604181289672852) (2762,0.5575586557388306) (2901,0.5503323078155518) (3484,0.5455688834190369) (2719,0.541372537612915) (2841,0.5375358462333679) (2606,0.5329284071922302) (3177,0.5267401337623596) (318,0.5254108905792236) (3785,0.5223256349563599) (2676,0.5222213864326477) (3354,0.5188655853271484)
5818: (2762,0.7257985472679138) (2858,0.6882073879241943) (994,0.6620091199874878) (3219,0.6163067817687988) (2687,0.609711766242981) (318,0.5995261669158936) (2336,0.583979606628418) (2966,0.5790995359420776) (1719,0.5521280169487) (3618,0.5389056205749512) (1480,0.5383159518241882) (2997,0.5310461521148682) (223,0.5224595069885254) (2132,0.5221006274223328) (3510,0.5066365003585815) (3157,0.5050439238548279) (556,0.5016569495201111) (3578,0.4999352991580963) (3538,0.49879759550094604) (1104,0.49412691593170166)
5819: (492,0.6327729821205139) (915,0.6014502048492432) (1186,0.5845735669136047) (921,0.579093337059021) (2132,0.5697230100631714) (1125,0.5471276640892029) (2065,0.5312821269035339) (2110,0.5290674567222595) (1132,0.5116091370582581) (1096,0.5060166120529175) (1057,0.5017635822296143) (1238,0.4879303574562073) (1643,0.48611873388290405) (1963,0.48357588052749634) (261,0.47423234581947327) (1131,0.4727882146835327) (1036,0.46458518505096436) (2858,0.458619624376297) (2687,0.45560702681541443) (2870,0.44709640741348267)
5820: (318,0.8174258470535278)* (527,0.7604812383651733) (527,0.7604812383651733) (2858,0.7371513843536377) (858,0.6580668687820435) (920,0.6250786781311035) (2687,0.620812714099884) (2110,0.6077537536621094) (260,0.5921130180358887) (1125,0.5832645297050476) (1247,0.5801013708114624) (1387,0.5797960758209229) (1207,0.5712693929672241)* (1186,0.5643957853317261) (921,0.5643430352210999) (1221,0.5582246780395508)* (1945,0.5488174557685852) (2467,0.5479024648666382) (2804,0.5433325171470642) (2804,0.5433325171470642)
5821: (306,0.6055915355682373) (556,0.5984376072883606) (2132,0.5881580710411072) (492,0.5860203504562378) (1176,0.5576440691947937) (2858,0.5495509505271912) (1809,0.5318973064422607) (850,0.5258267521858215) (2677,0.5210745930671692) (2360,0.5188048481941223) (549,0.5160500407218933) (1057,0.5152681469917297) (1131,0.5117570161819458) (3289,0.511695921421051) (527,0.5056300759315491) (527,0.5056300759315491) (1039,0.5041051506996155) (2920,0.4991424083709717) (1132,0.49822211265563965) (3224,0.4972664415836334)
5822: (2110,0.6011205911636353) (1125,0.5352884531021118) (2901,0.5023518800735474) (2202,0.49995625019073486) (3015,0.49141669273376465) (3676,0.4862433671951294) (3706,0.47500529885292053) (3847,0.46207141876220703) (373,0.46149682998657227) (1186,0.4609892964363098) (2870,0.45693719387054443) (2178,0.45329156517982483) (2554,0.4527479112148285) (3075,0.4424520432949066) (3344,0.4385320842266083) (735,0.4336620271205902) (3840,0.4329017698764801) (1346,0.4296267330646515) (2124,0.4269360303878784) (2459,0.426327645778656)
5823: (2687,0.5088990330696106) (492,0.4944426417350769) (1057,0.46998563408851624) (45,0.43900641798973083) (2124,0.4297024607658386) (1186,0.4126226007938385) (1189,0.4081116318702698) (1374,0.4031278192996979) (2140,0.39817914366722107) (2009,0.3978821337223053) (2294,0.3949214518070221) (2294,0.3949214518070221) (3000,0.3946504294872284) (373,0.3943932056427002) (1097,0.38459351658821106) (1097,0.38459351658821106) (3213,0.3795855641365051) (1019,0.3748469650745392) (1476,0.3731081783771515) (319,0.3718533515930176)
5824: (2687,0.5008410811424255) (2294,0.44072189927101135) (2294,0.44072189927101135) (2124,0.430873841047287) (1125,0.39406800270080566) (2110,0.38104817271232605) (1377,0.36276960372924805) (1476,0.359483003616333) (2989,0.3548436462879181) (1769,0.35317468643188477) (1297,0.35152503848075867) (3040,0.3325015902519226) (708,0.32592257857322693) (2409,0.3251517415046692) (2232,0.32241547107696533) (2858,0.3220440745353699) (2747,0.316947340965271) (2141,0.3167196214199066) (288,0.31550198793411255) (2414,0.3153133988380432)
5825: (3556,0.8850510120391846) (3858,0.8174471259117126) (3568,0.8055770993232727) (3794,0.80143141746521) (2678,0.7974252700805664) (2337,0.7944198250770569) (2607,0.7783398628234863) (3756,0.7581140398979187) (3571,0.7499959468841553) (3943,0.7389617562294006) (2544,0.7388975620269775) (3787,0.7372115254402161) (1659,0.7358445525169373) (3885,0.7337653040885925) (3851,0.7305641770362854) (2712,0.730121910572052) (1870,0.725296139717102) (3318,0.7246975898742676) (3127,0.7199330925941467) (2894,0.7192177772521973)
5826: (1476,0.6942845582962036) (45,0.6828712224960327) (492,0.6721006631851196) (1563,0.6357609629631042) (319,0.6068181395530701) (373,0.5931559801101685) (851,0.5891951322555542) (372,0.5662508010864258) (187,0.5385184288024902) (532,0.5070738792419434) (538,0.5028169751167297) (1759,0.49949511885643005) (1633,0.49338212609291077) (2579,0.49333593249320984) (764,0.49100571870803833) (994,0.4890742599964142) (1480,0.4839668869972229) (125,0.48191824555397034) (272,0.4813568592071533) (2687,0.4795856475830078)
5827: (708,0.472585529088974) (1476,0.4613460898399353) (2687,0.4497264325618744) (276,0.4340454339981079) (2297,0.42492860555648804) (2124,0.41416066884994507) (2294,0.40999701619148254) (2294,0.40999701619148254) (372,0.4093700051307678) (1573,0.4055442810058594) (648,0.40520745515823364)* (1593,0.4013690948486328) (289,0.4006495475769043) (3477,0.38592609763145447) (2762,0.3831130266189575) (163,0.3714900016784668) (2409,0.3689485490322113) (3257,0.36878252029418945) (225,0.3676995038986206) (875,0.36554378271102905)
5828: (2858,0.6811844706535339) (2571,0.5138149857521057) (3578,0.4826039969921112) (2687,0.47983217239379883) (2762,0.47742095589637756) (2997,0.4732902944087982) (2294,0.47306501865386963) (2294,0.47306501865386963) (1476,0.46215036511421204) (3285,0.4550345242023468) (2770,0.4308793544769287) (2692,0.4295898675918579) (3160,0.42942315340042114) (3174,0.4265362620353699) (527,0.4228067994117737) (527,0.4228067994117737) (318,0.42011019587516785) (3897,0.4189560115337372) (2718,0.41891714930534363) (2336,0.41571658849716187)
5829: (915,0.6256407499313354) (492,0.6074173450469971) (921,0.5744079947471619) (1125,0.5189221501350403) (1238,0.5152551531791687) (2065,0.5135637521743774) (1963,0.492941677570343) (1186,0.48249682784080505) (2132,0.45205119252204895) (1131,0.4438204765319824) (2110,0.41786688566207886) (3088,0.4151541590690613) (1081,0.4128870368003845) (1082,0.4125485420227051) (1057,0.41148048639297485) (2687,0.4031805694103241) (1132,0.4026189148426056) (1096,0.3939729332923889) (1307,0.38885828852653503) (948,0.3883524239063263)
5830: (492,0.6490894556045532) (915,0.6232240200042725) (1186,0.6170989871025085) (2188,0.6100850105285645) (489,0.6099661588668823) (3594,0.5997788906097412) (2065,0.5991754531860352) (2718,0.5952601432800293) (3325,0.5851028561592102) (3790,0.583512544631958) (2598,0.5714026689529419) (1870,0.5632158517837524) (2907,0.5599992871284485) (2607,0.5584078431129456) (2390,0.5535808801651001) (2485,0.553082287311554) (2714,0.5521271824836731) (2759,0.5480923652648926) (3906,0.5464008450508118) (1612,0.54471355676651)
5831: (1125,0.4090439975261688) (2110,0.4047236144542694) (2124,0.3562260568141937) (492,0.347657173871994) (2687,0.31559300422668457)* (1963,0.30658358335494995) (3045,0.3040788173675537)* (1643,0.3017364740371704) (3211,0.30035364627838135) (984,0.29929450154304504) (2257,0.2972208559513092)* (2870,0.295634001493454) (921,0.2950812578201294)* (305,0.29424452781677246) (2297,0.2907381057739258) (971,0.2896575629711151) (3449,0.28924694657325745) (2738,0.28712475299835205) (537,0.2846118211746216) (373,0.283425509929657)
5832: (1643,0.5931263566017151) (1057,0.5902385711669922) (261,0.5761269927024841) (492,0.5657050609588623) (1633,0.55222088098526) (1186,0.5436678528785706) (1683,0.5338193774223328) (764,0.5264739394187927) (1131,0.5158995985984802) (1177,0.4885789752006531) (308,0.4826107323169708) (994,0.4799802899360657)* (1650,0.47475573420524597) (1733,0.46742212772369385) (373,0.46484047174453735) (2943,0.4640156924724579) (2858,0.4610743224620819)* (3281,0.46035516262054443) (1132,0.46018826961517334) (850,0.4594533145427704)
5833: (3554,0.7450533509254456) (2197,0.7200648784637451) (2762,0.71858811378479) (2432,0.713686466217041) (1870,0.7040196657180786) (2433,0.7013812065124512) (2443,0.6967049837112427) (2996,0.6912931799888611) (3285,0.6854367852210999) (3183,0.6847524642944336) (2485,0.6790059804916382) (294,0.6776352524757385) (3325,0.6763174533843994) (3162,0.671700119972229) (2687,0.669956624507904) (3784,0.6666566729545593) (2629,0.6628332138061523) (3179,0.6587841510772705) (3051,0.6572700142860413) (3125,0.6563116908073425)
5834: (2687,0.7022695541381836) (2712,0.6869767904281616) (921,0.6751513481140137) (3606,0.6474496722221375) (858,0.6450740098953247) (1945,0.6442171931266785) (2690,0.6324106454849243) (1217,0.629352867603302) (1104,0.6276068687438965) (915,0.6191834807395935) (1914,0.6178653836250305) (2132,0.6169561147689819) (3787,0.6054491996765137) (2759,0.6034876108169556) (2630,0.6018099784851074) (3538,0.5987148880958557) (3185,0.5968044400215149) (1221,0.5956065654754639) (3556,0.5940634608268738) (1230,0.5871914625167847)*
5835: (1186,0.7651854753494263) (2132,0.7402098178863525) (1131,0.7069226503372192) (1643,0.7008675336837769) (1132,0.6992748379707336) (272,0.6904398798942566) (492,0.6446488499641418) (1057,0.6152306795120239) (1633,0.5993797183036804) (994,0.5978521704673767) (373,0.5955973267555237) (1176,0.5949013829231262) (2943,0.5945829153060913) (2283,0.5908079743385315) (1743,0.5819922089576721) (850,0.5740578174591064) (306,0.56944340467453) (1683,0.5685604810714722) (764,0.5662940144538879) (2920,0.5557299256324768)
5836: (2028,0.46050024032592773)* (2687,0.4447641670703888) (2571,0.43468159437179565) (1246,0.41928428411483765) (920,0.4177415370941162) (356,0.41262301802635193) (858,0.40955665707588196) (1387,0.40523815155029297) (2294,0.39215126633644104) (2294,0.39215126633644104) (1060,0.39058780670166016) (1188,0.387443870306015) (246,0.3863711655139923) (2804,0.38354986906051636) (2804,0.38354986906051636) (1242,0.3796148896217346) (1639,0.37598034739494324) (648,0.3758286237716675) (1221,0.3755490779876709) (2396,0.3670741021633148)
5837: (3257,0.5631850361824036)* (2737,0.5590923428535461) (1476,0.5575082302093506) (416,0.535699725151062) (3236,0.5316201448440552) (291,0.5313119292259216) (731,0.5235251188278198) (762,0.5080345869064331) (1125,0.49364227056503296)* (2956,0.48741888999938965) (1427,0.48531079292297363) (2561,0.4789152145385742)* (832,0.4733947217464447)* (1523,0.47081562876701355) (1686,0.4694279730319977) (2124,0.46875861287117004) (424,0.46770840883255005) (427,0.4675710201263428) (3846,0.4656791687011719) (3165,0.4625462293624878)
5838: (492,0.47149229049682617) (2132,0.45005637407302856) (921,0.4303743839263916) (261,0.4271906018257141) (2065,0.40071946382522583) (1963,0.3926496207714081) (1132,0.39169004559516907) (1177,0.3880309462547302) (613,0.3733244836330414) (1057,0.3636089265346527) (272,0.36223044991493225) (1186,0.3564881980419159) (116,0.35583657026290894) (1125,0.3544921278953552) (1633,0.3526156544685364) (1455,0.35187917947769165) (3097,0.345450758934021) (1082,0.3440648019313812) (1767,0.3427841067314148) (2687,0.34103861451148987)
5839: (527,0.49849385023117065)* (527,0.49849385023117065)* (2110,0.44175833463668823) (915,0.43888962268829346) (593,0.4248664081096649) (1125,0.4210416078567505) (921,0.39620885252952576) (1254,0.3917016386985779) (898,0.39072781801223755) (2687,0.3881589472293854) (2132,0.38794827461242676) (1226,0.3875900208950043) (2398,0.3824504613876343) (858,0.381792813539505) (2762,0.38067057728767395) (3814,0.3751349449157715) (1945,0.3749505281448364) (3345,0.37483230233192444) (1242,0.37151437997817993) (1387,0.3697013258934021)
5840: (2687,0.5182163119316101) (915,0.5165640115737915) (1125,0.5151639580726624) (492,0.5107855796813965) (1057,0.5060749053955078) (1643,0.49562692642211914) (921,0.48041266202926636) (1022,0.4534076452255249) (2110,0.4416186809539795) (1186,0.4303204417228699) (1132,0.4229755401611328) (1096,0.42265257239341736) (1271,0.40346819162368774) (920,0.4001239538192749) (2065,0.39850765466690063) (1124,0.39647606015205383)* (272,0.38164520263671875) (2294,0.3790171444416046) (2294,0.3790171444416046) (531,0.3782402575016022)
5841: (2687,0.6732217669487) (2110,0.6730774641036987) (492,0.6520276665687561)* (1186,0.6256322860717773) (915,0.6245733499526978) (261,0.5704542994499207) (1022,0.5516905188560486)* (921,0.544623613357544) (2245,0.5391040444374084)* (2124,0.537664532661438) (2870,0.5299437642097473) (1096,0.5255311727523804) (708,0.5213699340820312) (1963,0.49556204676628113) (1131,0.491326242685318) (2132,0.4898986518383026) (948,0.4828889071941376) (1643,0.478613018989563) (1081,0.47554945945739746) (3546,0.46638721227645874)
5842: (2858,0.6384830474853516) (2028,0.6076361536979675) (2949,0.593173623085022) (589,0.5928804278373718)* (2762,0.585152268409729) (1221,0.5819679498672485) (1242,0.5794370770454407) (1196,0.5722048878669739)* (1610,0.5620589852333069)* (527,0.5558414459228516) (527,0.5558414459228516) (2944,0.5532737970352173)* (1909,0.5382658839225769) (1356,0.536116898059845) (1573,0.5342554450035095) (1090,0.525387167930603) (3527,0.5093463063240051) (3578,0.5090965628623962) (2000,0.506691575050354) (593,0.503189742565155)
5843: (2687,0.6795879006385803) (708,0.5678007006645203) (2124,0.5569413304328918) (1125,0.5558239221572876) (915,0.5466758012771606) (1654,0.5384649038314819) (1057,0.5361066460609436) (1848,0.5327532291412354) (2110,0.5262404680252075) (492,0.5207423567771912) (1022,0.5202069878578186) (261,0.49686285853385925) (2297,0.4960245192050934) (1238,0.4905277490615845) (2132,0.4713843762874603) (921,0.4643763303756714) (2294,0.4599989652633667) (2294,0.4599989652633667) (2870,0.4525824189186096) (3157,0.44726407527923584)
